	V0.00e+00	V1.00e+07	V2.00e+07	V3.00e+07	V4.00e+07	V5.00e+07	V1.00e+09	V2.00e+09	V3.00e+09	V4.00e+09	V5.00e+09	V6.00e+09	V7.00e+09	V8.00e+09	V9.00e+09	V9.20e+09	V9.40e+09	V9.60e+09	V9.80e+09	V1.00e+10	V1.02e+10	V1.04e+10	V1.06e+10	V1.08e+10	V1.10e+10	V1.12e+10	V1.14e+10	V1.16e+10	V1.18e+10	V1.20e+10
0	6.628075958770545	5.055564641426118	3.6056559790610176	2.570766277264929	1.4326076320939334	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1	6.630533642691415	5.786920435031482	5.133751840340259	4.066681643656564	3.1061439986953685	2.4532242305813385	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
